cve,cve_description,sbom,component,component_name
https://data.siemens-energy.com/cybersec/cve/CVE-2025-20179,"A vulnerability in the web-based management interface of Cisco Expressway Series could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the interface.

This vulnerability exists because the web-based management interface does not properly validate user-supplied input. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information.
Note:&nbsp;Cisco Expressway Series refers to Cisco Expressway Control (Expressway-C) devices and Cisco Expressway Edge (Expressway-E) devices.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-20180,"A vulnerability in the web-based management interface of Cisco AsyncOS Software for Cisco Secure Email and Web Manager and Secure Email Gateway could allow an authenticated, remote attacker to conduct a stored cross-site scripting (XSS) attack against a user of the interface.

This vulnerability is due to insufficient validation of user input. An attacker could exploit this vulnerability by persuading a user of an affected interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit this vulnerability, the attacker must have valid credentials for a user account with at least the role of Operator.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-23110,"An issue was discovered in REDCap 14.9.6. A Reflected cross-site scripting (XSS) vulnerability in the email-subject field exists while performing an upload of a CSV file containing a list of alert configurations. An attacker can send the victim a CSV file containing the XSS payload in the email-subject. Once the victim uploads the file, he automatically lands on a page to view the uploaded data. If the victim clicks on the email-subject value, it triggers the XSS payload.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-23111,"An issue was discovered in REDCap 14.9.6. It allows HTML Injection via the Survey field name, exposing users to a redirection to a phishing website. An attacker can exploit this to trick the user that receives the survey into clicking on the field name, which redirects them to a phishing website. Thus, this allows malicious actions to be executed without user consent.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-23112,"An issue was discovered in REDCap 14.9.6. A stored cross-site scripting (XSS) vulnerability allows authenticated users to inject malicious scripts into the Survey field name of Survey. When a user receive the survey, if he clicks on the field name, it triggers the XSS payload.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-23113,"An issue was discovered in REDCap 14.9.6. It has an action=myprojects&logout=1 CSRF issue in the alert-title while performing an upload of a CSV file containing a list of alert configuration. An attacker can send the victim a CSV file containing an HTML injection payload in the alert-title. Once the victim uploads the file, he automatically lands on a page to view the uploaded data. If the victim click on the alert-title value, it can trigger a logout request and terminates their session, or redirect to a phishing website. This vulnerability stems from the absence of CSRF protections on the logout functionality.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-23363,"A vulnerability has been identified in Teamcenter (All versions < V14.3.0.0). The SSO login service of affected applications accepts user-controlled input that could specify a link to an external site. This could allow an attacker to redirect the legitimate user to an attacker-chosen URL to steal valid session data. For a successful exploit, the legitimate user must actively click on an attacker-crafted link.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-23535,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in clickandsell REAL WordPress Sidebar allows Stored XSS. This issue affects REAL WordPress Sidebar: from n/a through 0.1.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-24017,"YesWiki is a wiki system written in PHP. Versions up to and including 4.4.5 are vulnerable to any end-user crafting a DOM based XSS on all of YesWiki's pages which is triggered when a user clicks on a malicious link. The vulnerability makes use of the search by tag feature. When a tag doesn't exist, the tag is reflected on the page and isn't properly sanitized on the server side which allows a malicious user to generate a link that will trigger an XSS on the client's side when clicked. This vulnerability allows any user to generate a malicious link that will trigger an account takeover when clicked, therefore allowing a user to steal other accounts, modify pages, comments, permissions, extract user data (emails), thus impacting the integrity, availability and confidentiality of a YesWiki instance. Version 4.5.0 contains a patch for the issue.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-24503,A malicious actor can fix the session of a PAM user by tricking the user to click on a specially crafted link to the PAM server.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-24867,"SAP BusinessObjects Platform (BI Launchpad) does not sufficiently handle user input, resulting in Cross-Site Scripting (XSS) vulnerability. The application allows an unauthenticated attacker to craft a URL that embeds a malicious script within an unprotected parameter. When a victim clicks the link, the script will be executed in the browser, giving the attacker the ability to access and/or modify information related to the web client with no effect on availability.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-24868,"The User Account and Authentication service (UAA) for SAP HANA extended application services, advanced model (SAP HANA XS advanced model) allows an unauthenticated attacker to craft a malicious link, that, when clicked by a victim, redirects the browser to a malicious site due to insufficient redirect URL validation. On successful exploitation attacker can cause limited impact on confidentiality, integrity, and availability of the system.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-24874,"SAP Commerce (Backoffice) uses the deprecated X-FRAME-OPTIONS header to protect against clickjacking. While this protection remains effective now, it may not be the case in the future as browsers might discontinue support for this header in favor of the frame-ancestors CSP directive. Hence, clickjacking could become possible then, and lead to exposure and modification of sensitive information.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-25063,"An XSS issue was discovered in Backdrop CMS 1.28.x before 1.28.5 and 1.29.x before 1.29.3. It does not sufficiently validate uploaded SVG images to ensure they do not contain potentially dangerous SVG tags. SVG images can contain clickable links and executable scripting, and using a crafted SVG, it is possible to execute scripting in the browser when an SVG image is viewed. This issue is mitigated by the attacker needing to be able to upload SVG images, and that Backdrop embeds all uploaded SVG images within &lt;img&gt; tags, which prevents scripting from executing. The SVG must be viewed directly by its URL in order to run any embedded scripting.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-25187,"Joplin is a free, open source note taking and to-do application, which can handle a large number of notes organised into notebooks. This vulnerability is caused by adding note titles to the document using React's `dangerouslySetInnerHTML`, without first escaping HTML entities. Joplin lacks a Content-Security-Policy with a restrictive `script-src`. This allows arbitrary JavaScript execution via inline `onclick`/`onload` event handlers in unsanitized HTML. Additionally, Joplin's main window is created with `nodeIntegration` set to `true`, allowing arbitrary JavaScript execution to result in arbitrary code execution. Anyone who 1) receives notes from unknown sources and 2) uses <kbd>ctrl</kbd>-<kbd>p</kbd> to search is impacted. This issue has been addressed in version 3.1.24 and all users are advised to upgrade. There are no known workarounds for this vulnerability.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-25198,"mailcow: dockerized is an open source groupware/email suite based on docker. Prior to version 2025-01a, a vulnerability in mailcow's password reset functionality allows an attacker to manipulate the `Host HTTP` header to generate a password reset link pointing to an attacker-controlled domain. This can lead to account takeover if a user clicks the poisoned link. Version 2025-01a contains a patch. As a workaround, deactivate the password reset functionality by clearing `Notification email sender` and `Notification email subject` under System -> Configuration -> Options -> Password Settings.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Fclick%408.1.3,click
https://data.siemens-energy.com/cybersec/cve/CVE-2025-25163,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability in Zach Swetz Plugin A/B Image Optimizer allows Path Traversal. This issue affects Plugin A/B Image Optimizer: from n/a through 3.3.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0225,A vulnerability classified as problematic was found in Tsinghua Unigroup Electronic Archives System 3.2.210802(62532). Affected by this vulnerability is an unknown functionality of the file /setting/ClassFy/exampleDownload.html. The manipulation of the argument name leads to path traversal: '/../filedir'. The attack can be launched remotely. The exploit has been disclosed to the public and may be used.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0365,"The Jupiter X Core plugin for WordPress is vulnerable to Directory Traversal in all versions up to, and including, 4.8.7 via the inline SVG feature. This makes it possible for authenticated attackers, with Contributor-level access and above, to read the contents of arbitrary files on the server, which can contain sensitive information.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0390,A vulnerability classified as critical was found in Guangzhou Huayi Intelligent Technology Jeewms up to 20241229. This vulnerability affects unknown code of the file /wmOmNoticeHController.do. The manipulation leads to path traversal: '../filedir'. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. Upgrading to version 20250101 is able to address this issue. It is recommended to upgrade the affected component.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0401,A vulnerability classified as critical has been found in 1902756969 reggie 1.0. Affected is the function download of the file src/main/java/com/itheima/reggie/controller/CommonController.java. The manipulation of the argument name leads to path traversal. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0461,A vulnerability has been found in Shanghai Lingdang Information Technology Lingdang CRM up to 8.6.0.0 and classified as problematic. This vulnerability affects unknown code of the file /crm/weixinmp/index.php?userid=123&module=Users&usid=1&action=UsersAjax&minipro_const_type=1&related_module=Singin. The manipulation of the argument pathfile leads to path traversal. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0513,In affected versions of Octopus Server error messages were handled unsafely on the error page. If an adversary could control any part of the error message they could embed code which may impact the user viewing the error message.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0525,In affected versions of Octopus Server the preview import feature could be leveraged to identify the existence of a target file. This could provide an adversary with information that may aid in further attacks against the server.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0572,"Sante PACS Server Web Portal DCM File Parsing Directory Traversal Arbitrary File Write Vulnerability. This vulnerability allows remote attackers to create arbitrary files on affected installations of Sante PACS Server. Authentication is required to exploit this vulnerability.

The specific flaw exists within the parsing of DCM files. The issue results from the lack of proper validation of a user-supplied path prior to using it in file operations. An attacker can leverage this vulnerability to write files in the context of the current user. Was ZDI-CAN-25308.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0573,"Sante PACS Server DCM File Parsing Directory Traversal Arbitrary File Write Vulnerability. This vulnerability allows remote attackers to create arbitrary files on affected installations of Sante PACS Server. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the parsing of DCM files. The issue results from the lack of proper validation of a user-supplied path prior to using it in file operations. An attacker can leverage this vulnerability to write files in the context of the current user. Was ZDI-CAN-25309.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0659,"A path
traversal vulnerability exists in the Rockwell Automation DataEdge Platform DataMosaix Private Cloud. By specifying the character
sequence in the body of the vulnerable endpoint, it is possible to overwrite
files outside of the intended directory. A threat actor with admin privileges could
leverage this vulnerability to overwrite reports including user projects.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0703,"A vulnerability, which was classified as problematic, has been found in JoeyBling bootplus up to 247d5f6c209be1a5cf10cd0fa18e1d8cc63cf55d. This issue affects some unknown processing of the file src/main/java/io/github/controller/SysFileController.java. The manipulation of the argument name leads to path traversal. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. This product does not use versioning. This is why information about affected and unaffected releases are unavailable.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0750,"A vulnerability was found in CRI-O. A path traversal issue in the log management functions (UnMountPodLogs and LinkContainerLogs) may allow an attacker with permissions to create and delete Pods to unmount arbitrary host paths, leading to node-level denial of service by unmounting critical system directories.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0851,A path traversal issue in ZipUtils.unzip and TarUtils.untar in Deep Java Library (DJL) on all platforms allows a bad actor to write files to arbitrary locations.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0858,A vulnerability was discovered in the firmware builds up to 8.2.1.0820 in Poly Edge E devices. The firmware flaw does not properly prevent path traversal and could lead to information disclosure.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0859,"The Post and Page Builder by BoldGrid – Visual Drag and Drop Editor plugin for WordPress is vulnerable to Path Traversal in all versions up to, and including, 1.27.6 via the template_via_url() function. This makes it possible for authenticated attackers, with Contributor-level access and above, to read the contents of arbitrary files on the server, which can contain sensitive information.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-0973,A vulnerability classified as critical was found in CmsEasy 7.7.7.9. This vulnerability affects the function backAll_action in the library lib/admin/database_admin.php of the file /index.php?case=database&act=backAll&admin_dir=admin&site=default. The manipulation of the argument select[] leads to path traversal. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-1086,A vulnerability has been found in Safetytest Cloud-Master Server up to 1.1.1 and classified as critical. This vulnerability affects unknown code of the file /static/. The manipulation leads to path traversal: '../filedir'. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-1106,A vulnerability classified as critical has been found in CmsEasy 7.7.7.9. This affects the function deletedir_action/restore_action in the library lib/admin/database_admin.php. The manipulation leads to path traversal. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-1228,"A vulnerability classified as problematic has been found in olajowon Loggrove up to e428fac38cc480f011afcb1d8ce6c2bad378ddd6. Affected is an unknown function of the file /read/?page=1&logfile=LOG_Monitor of the component Logfile Update Handler. The manipulation of the argument path leads to path traversal. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. Continious delivery with rolling releases is used by this product. Therefore, no version details of affected nor updated releases are available.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-21622,"ClipBucket V5 provides open source video hosting with PHP. During the user avatar upload workflow, a user can choose to upload and change their avatar at any time. During deletion, ClipBucket checks for the avatar_url as a filepath within the avatars subdirectory. If the URL path exists within the avatars directory, ClipBucket will delete it. There is no check for path traversal sequences in the provided user input (stored in the DB as avatar_url) therefore the final $file variable could be tainted with path traversal sequences. This leads to file deletion outside of the intended scope of the avatars folder. This vulnerability is fixed in 5.5.1 - 237.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
https://data.siemens-energy.com/cybersec/cve/CVE-2025-21623,"ClipBucket V5 provides open source video hosting with PHP. Prior to 5.5.1 - 238, ClipBucket V5 allows unauthenticated attackers to change the template directory via a directory traversal, which results in a denial of service.",https://data.siemens-energy.com/cybersec/bom/urn%3Auuid%3A8084a1bc-de30-45a7-bd9f-b49107ee2ad9,https://data.siemens-energy.com/cybersec/component/pkg%3Apypi%2Frsa%404.9,rsa
